RESIDENCE,State_Resid,County_Resid,WORKPLACE,State_Work,County_Work,Output,Workers_16p
"06039 | Madera County, California",6,39,"06079 | San Luis Obispo County, California",6,79,Estimate,90
"06059 | Orange County, California",6,59,"06025 | Imperial County, California",6,25,Estimate,90
"06059 | Orange County, California",6,59,"06097 | Sonoma County, California",6,97,Estimate,90
"06061 | Placer County, California",6,61,"06029 | Kern County, California",6,29,Estimate,90
"06067 | Sacramento County, California",6,67,"06033 | Lake County, California",6,33,Estimate,90
"06071 | San Bernardino County, California",6,71,"06075 | San Francisco County, California",6,75,Estimate,90
"06077 | San Joaquin County, California",6,77,"06007 | Butte County, California",6,7,Estimate,90
"06083 | Santa Barbara County, California",6,83,"06029 | Kern County, California",6,29,Estimate,90
"06085 | Santa Clara County, California",6,85,"06061 | Placer County, California",6,61,Estimate,90
"06097 | Sonoma County, California",6,97,"06059 | Orange County, California",6,59,Estimate,90
"06107 | Tulare County, California",6,107,"06059 | Orange County, California",6,59,Estimate,90
"06115 | Yuba County, California",6,115,"06085 | Santa Clara County, California",6,85,Estimate,90
"06007 | Butte County, California",6,7,"06097 | Sonoma County, California",6,97,Estimate,85
"06013 | Contra Costa County, California",6,13,"06061 | Placer County, California",6,61,Estimate,85
"06025 | Imperial County, California",6,25,"06053 | Monterey County, California",6,53,Estimate,85
"06033 | Lake County, California",6,33,"06067 | Sacramento County, California",6,67,Estimate,85
"06033 | Lake County, California",6,33,"06075 | San Francisco County, California",6,75,Estimate,85
"06035 | Lassen County, California",6,35,"06049 | Modoc County, California",6,49,Estimate,85
"06047 | Merced County, California",6,47,"06043 | Mariposa County, California",6,43,Estimate,85
"06049 | Modoc County, California",6,49,"06089 | Shasta County, California",6,89,Estimate,85
"06065 | Riverside County, California",6,65,"06013 | Contra Costa County, California",6,13,Estimate,85
"06065 | Riverside County, California",6,65,"06069 | San Benito County, California",6,69,Estimate,85
"06069 | San Benito County, California",6,69,"06075 | San Francisco County, California",6,75,Estimate,85
"06075 | San Francisco County, California",6,75,"06113 | Yolo County, California",6,113,Estimate,85
"06077 | San Joaquin County, California",6,77,"06073 | San Diego County, California",6,73,Estimate,85
"06081 | San Mateo County, California",6,81,"06063 | Plumas County, California",6,63,Estimate,85
"06099 | Stanislaus County, California",6,99,"06071 | San Bernardino County, California",6,71,Estimate,85
"06107 | Tulare County, California",6,107,"06007 | Butte County, California",6,7,Estimate,85
"06007 | Butte County, California",6,7,"06095 | Solano County, California",6,95,Estimate,80
"06009 | Calaveras County, California",6,9,"06075 | San Francisco County, California",6,75,Estimate,80
"06009 | Calaveras County, California",6,9,"06081 | San Mateo County, California",6,81,Estimate,80
"06015 | Del Norte County, California",6,15,"06023 | Humboldt County, California",6,23,Estimate,80
"06025 | Imperial County, California",6,25,"06071 | San Bernardino County, California",6,71,Estimate,80
"06031 | Kings County, California",6,31,"06073 | San Diego County, California",6,73,Estimate,80
"06033 | Lake County, California",6,33,"06081 | San Mateo County, California",6,81,Estimate,80
"06059 | Orange County, California",6,59,"06061 | Placer County, California",6,61,Estimate,80
"06059 | Orange County, California",6,59,"06107 | Tulare County, California",6,107,Estimate,80
"06063 | Plumas County, California",6,63,"06067 | Sacramento County, California",6,67,Estimate,80
"06065 | Riverside County, California",6,65,"06105 | Trinity County, California",6,105,Estimate,80
"06073 | San Diego County, California",6,73,"06003 | Alpine County, California",6,3,Estimate,80
"06075 | San Francisco County, California",6,75,"06099 | Stanislaus County, California",6,99,Estimate,80
"06079 | San Luis Obispo County, California",6,79,"06001 | Alameda County, California",6,1,Estimate,80
"06089 | Shasta County, California",6,89,"06097 | Sonoma County, California",6,97,Estimate,80
"06099 | Stanislaus County, California",6,99,"06065 | Riverside County, California",6,65,Estimate,80
"06101 | Sutter County, California",6,101,"06089 | Shasta County, California",6,89,Estimate,80
"06103 | Tehama County, California",6,103,"06067 | Sacramento County, California",6,67,Estimate,80
"06111 | Ventura County, California",6,111,"06075 | San Francisco County, California",6,75,Estimate,80
"06111 | Ventura County, California",6,111,"06107 | Tulare County, California",6,107,Estimate,80
"06027 | Inyo County, California",6,27,"06029 | Kern County, California",6,29,Estimate,75
"06039 | Madera County, California",6,39,"06081 | San Mateo County, California",6,81,Estimate,75
"06049 | Modoc County, California",6,49,"06035 | Lassen County, California",6,35,Estimate,75
"06053 | Monterey County, California",6,53,"06059 | Orange County, California",6,59,Estimate,75
"06055 | Napa County, California",6,55,"06105 | Trinity County, California",6,105,Estimate,75
"06065 | Riverside County, California",6,65,"06115 | Yuba County, California",6,115,Estimate,75
"06071 | San Bernardino County, California",6,71,"06107 | Tulare County, California",6,107,Estimate,75
"06081 | San Mateo County, California",6,81,"06019 | Fresno County, California",6,19,Estimate,75
"06081 | San Mateo County, California",6,81,"06053 | Monterey County, California",6,53,Estimate,75
"06083 | Santa Barbara County, California",6,83,"06071 | San Bernardino County, California",6,71,Estimate,75
"06089 | Shasta County, California",6,89,"06063 | Plumas County, California",6,63,Estimate,75
"06107 | Tulare County, California",6,107,"06083 | Santa Barbara County, California",6,83,Estimate,75
"06111 | Ventura County, California",6,111,"06019 | Fresno County, California",6,19,Estimate,75
"06113 | Yolo County, California",6,113,"06007 | Butte County, California",6,7,Estimate,75
"06113 | Yolo County, California",6,113,"06019 | Fresno County, California",6,19,Estimate,75
"06001 | Alameda County, California",6,1,"06045 | Mendocino County, California",6,45,Estimate,70
"06001 | Alameda County, California",6,1,"06069 | San Benito County, California",6,69,Estimate,70
"06001 | Alameda County, California",6,1,"06089 | Shasta County, California",6,89,Estimate,70
"06003 | Alpine County, California",6,3,"06017 | El Dorado County, California",6,17,Estimate,70
"06013 | Contra Costa County, California",6,13,"06017 | El Dorado County, California",6,17,Estimate,70
"06013 | Contra Costa County, California",6,13,"06083 | Santa Barbara County, California",6,83,Estimate,70
"06017 | El Dorado County, California",6,17,"06115 | Yuba County, California",6,115,Estimate,70
"06019 | Fresno County, California",6,19,"06013 | Contra Costa County, California",6,13,Estimate,70
"06031 | Kings County, California",6,31,"06085 | Santa Clara County, California",6,85,Estimate,70
"06033 | Lake County, California",6,33,"06041 | Marin County, California",6,41,Estimate,70
"06037 | Los Angeles County, California",6,37,"06007 | Butte County, California",6,7,Estimate,70
"06037 | Los Angeles County, California",6,37,"06027 | Inyo County, California",6,27,Estimate,70
"06039 | Madera County, California",6,39,"06093 | Siskiyou County, California",6,93,Estimate,70
"06041 | Marin County, California",6,41,"06071 | San Bernardino County, California",6,71,Estimate,70
"06047 | Merced County, California",6,47,"06029 | Kern County, California",6,29,Estimate,70
"06057 | Nevada County, California",6,57,"06041 | Marin County, California",6,41,Estimate,70
"06057 | Nevada County, California",6,57,"06075 | San Francisco County, California",6,75,Estimate,70
"06059 | Orange County, California",6,59,"06013 | Contra Costa County, California",6,13,Estimate,70
"06059 | Orange County, California",6,59,"06099 | Stanislaus County, California",6,99,Estimate,70
"06071 | San Bernardino County, California",6,71,"06113 | Yolo County, California",6,113,Estimate,70
"06073 | San Diego County, California",6,73,"06079 | San Luis Obispo County, California",6,79,Estimate,70
"06075 | San Francisco County, California",6,75,"06059 | Orange County, California",6,59,Estimate,70
"06077 | San Joaquin County, California",6,77,"06039 | Madera County, California",6,39,Estimate,70
"06081 | San Mateo County, California",6,81,"06077 | San Joaquin County, California",6,77,Estimate,70
"06083 | Santa Barbara County, California",6,83,"06081 | San Mateo County, California",6,81,Estimate,70
"06085 | Santa Clara County, California",6,85,"06083 | Santa Barbara County, California",6,83,Estimate,70
"06087 | Santa Cruz County, California",6,87,"06077 | San Joaquin County, California",6,77,Estimate,70
"06087 | Santa Cruz County, California",6,87,"06095 | Solano County, California",6,95,Estimate,70
"06089 | Shasta County, California",6,89,"06001 | Alameda County, California",6,1,Estimate,70
"06095 | Solano County, California",6,95,"06033 | Lake County, California",6,33,Estimate,70
"06107 | Tulare County, California",6,107,"06065 | Riverside County, California",6,65,Estimate,70
"06001 | Alameda County, California",6,1,"06019 | Fresno County, California",6,19,Estimate,65
"06007 | Butte County, California",6,7,"06063 | Plumas County, California",6,63,Estimate,65
"06013 | Contra Costa County, California",6,13,"06019 | Fresno County, California",6,19,Estimate,65
"06019 | Fresno County, California",6,19,"06065 | Riverside County, California",6,65,Estimate,65
"06029 | Kern County, California",6,29,"06013 | Contra Costa County, California",6,13,Estimate,65
"06037 | Los Angeles County, California",6,37,"06005 | Amador County, California",6,5,Estimate,65
"06037 | Los Angeles County, California",6,37,"06057 | Nevada County, California",6,57,Estimate,65
"06039 | Madera County, California",6,39,"06031 | Kings County, California",6,31,Estimate,65
"06039 | Madera County, California",6,39,"06077 | San Joaquin County, California",6,77,Estimate,65
"06039 | Madera County, California",6,39,"06089 | Shasta County, California",6,89,Estimate,65
"06043 | Mariposa County, California",6,43,"06077 | San Joaquin County, California",6,77,Estimate,65
"06045 | Mendocino County, California",6,45,"06001 | Alameda County, California",6,1,Estimate,65
"06053 | Monterey County, California",6,53,"06029 | Kern County, California",6,29,Estimate,65
"06057 | Nevada County, California",6,57,"06013 | Contra Costa County, California",6,13,Estimate,65
"06061 | Placer County, California",6,61,"06071 | San Bernardino County, California",6,71,Estimate,65
"06061 | Placer County, California",6,61,"06073 | San Diego County, California",6,73,Estimate,65
"06065 | Riverside County, California",6,65,"06077 | San Joaquin County, California",6,77,Estimate,65
"06083 | Santa Barbara County, California",6,83,"06001 | Alameda County, California",6,1,Estimate,65
"06085 | Santa Clara County, California",6,85,"06055 | Napa County, California",6,55,Estimate,65
"06087 | Santa Cruz County, California",6,87,"06083 | Santa Barbara County, California",6,83,Estimate,65
"06089 | Shasta County, California",6,89,"06033 | Lake County, California",6,33,Estimate,65
"06097 | Sonoma County, California",6,97,"06073 | San Diego County, California",6,73,Estimate,65
"06099 | Stanislaus County, California",6,99,"06053 | Monterey County, California",6,53,Estimate,65
"06109 | Tuolumne County, California",6,109,"06087 | Santa Cruz County, California",6,87,Estimate,65
"06115 | Yuba County, California",6,115,"06017 | El Dorado County, California",6,17,Estimate,65
"06115 | Yuba County, California",6,115,"06063 | Plumas County, California",6,63,Estimate,65
"06115 | Yuba County, California",6,115,"06075 | San Francisco County, California",6,75,Estimate,65
"06001 | Alameda County, California",6,1,"06071 | San Bernardino County, California",6,71,Estimate,60
"06013 | Contra Costa County, California",6,13,"06029 | Kern County, California",6,29,Estimate,60
"06019 | Fresno County, California",6,19,"06073 | San Diego County, California",6,73,Estimate,60
"06021 | Glenn County, California",6,21,"06089 | Shasta County, California",6,89,Estimate,60
"06025 | Imperial County, California",6,25,"06029 | Kern County, California",6,29,Estimate,60
"06037 | Los Angeles County, California",6,37,"06039 | Madera County, California",6,39,Estimate,60
"06055 | Napa County, California",6,55,"06033 | Lake County, California",6,33,Estimate,60
"06055 | Napa County, California",6,55,"06037 | Los Angeles County, California",6,37,Estimate,60
"06057 | Nevada County, California",6,57,"06113 | Yolo County, California",6,113,Estimate,60
"06065 | Riverside County, California",6,65,"06053 | Monterey County, California",6,53,Estimate,60
"06069 | San Benito County, California",6,69,"06047 | Merced County, California",6,47,Estimate,60
"06069 | San Benito County, California",6,69,"06097 | Sonoma County, California",6,97,Estimate,60
"06071 | San Bernardino County, California",6,71,"06017 | El Dorado County, California",6,17,Estimate,60
"06071 | San Bernardino County, California",6,71,"06031 | Kings County, California",6,31,Estimate,60
"06083 | Santa Barbara County, California",6,83,"06075 | San Francisco County, California",6,75,Estimate,60
"06089 | Shasta County, California",6,89,"06021 | Glenn County, California",6,21,Estimate,60
"06093 | Siskiyou County, California",6,93,"06023 | Humboldt County, California",6,23,Estimate,60
"06095 | Solano County, California",6,95,"06019 | Fresno County, California",6,19,Estimate,60
"06095 | Solano County, California",6,95,"06099 | Stanislaus County, California",6,99,Estimate,60
"06097 | Sonoma County, California",6,97,"06077 | San Joaquin County, California",6,77,Estimate,60
"06101 | Sutter County, California",6,101,"06081 | San Mateo County, California",6,81,Estimate,60
"06101 | Sutter County, California",6,101,"06085 | Santa Clara County, California",6,85,Estimate,60
"06111 | Ventura County, California",6,111,"06081 | San Mateo County, California",6,81,Estimate,60
"06113 | Yolo County, California",6,113,"06021 | Glenn County, California",6,21,Estimate,60
"06113 | Yolo County, California",6,113,"06037 | Los Angeles County, California",6,37,Estimate,60
"06113 | Yolo County, California",6,113,"06089 | Shasta County, California",6,89,Estimate,60
"06113 | Yolo County, California",6,113,"06115 | Yuba County, California",6,115,Estimate,60
"06005 | Amador County, California",6,5,"06041 | Marin County, California",6,41,Estimate,55
"06007 | Butte County, California",6,7,"06013 | Contra Costa County, California",6,13,Estimate,55
"06017 | El Dorado County, California",6,17,"06101 | Sutter County, California",6,101,Estimate,55
"06019 | Fresno County, California",6,19,"06083 | Santa Barbara County, California",6,83,Estimate,55
"06019 | Fresno County, California",6,19,"06111 | Ventura County, California",6,111,Estimate,55
"06021 | Glenn County, California",6,21,"06101 | Sutter County, California",6,101,Estimate,55
"06023 | Humboldt County, California",6,23,"06093 | Siskiyou County, California",6,93,Estimate,55
"06037 | Los Angeles County, California",6,37,"06017 | El Dorado County, California",6,17,Estimate,55
"06041 | Marin County, California",6,41,"06045 | Mendocino County, California",6,45,Estimate,55
"06041 | Marin County, California",6,41,"06087 | Santa Cruz County, California",6,87,Estimate,55
"06047 | Merced County, California",6,47,"06023 | Humboldt County, California",6,23,Estimate,55
"06057 | Nevada County, California",6,57,"06059 | Orange County, California",6,59,Estimate,55
"06059 | Orange County, California",6,59,"06019 | Fresno County, California",6,19,Estimate,55
"06061 | Placer County, California",6,61,"06045 | Mendocino County, California",6,45,Estimate,55
"06061 | Placer County, California",6,61,"06047 | Merced County, California",6,47,Estimate,55
"06061 | Placer County, California",6,61,"06091 | Sierra County, California",6,91,Estimate,55
"06061 | Placer County, California",6,61,"06099 | Stanislaus County, California",6,99,Estimate,55
"06065 | Riverside County, California",6,65,"06015 | Del Norte County, California",6,15,Estimate,55
"06071 | San Bernardino County, California",6,71,"06013 | Contra Costa County, California",6,13,Estimate,55
"06071 | San Bernardino County, California",6,71,"06069 | San Benito County, California",6,69,Estimate,55
"06071 | San Bernardino County, California",6,71,"06097 | Sonoma County, California",6,97,Estimate,55
"06077 | San Joaquin County, California",6,77,"06029 | Kern County, California",6,29,Estimate,55
"06077 | San Joaquin County, California",6,77,"06101 | Sutter County, California",6,101,Estimate,55
"06077 | San Joaquin County, California",6,77,"06107 | Tulare County, California",6,107,Estimate,55
"06083 | Santa Barbara County, California",6,83,"06019 | Fresno County, California",6,19,Estimate,55
"06083 | Santa Barbara County, California",6,83,"06087 | Santa Cruz County, California",6,87,Estimate,55
"06083 | Santa Barbara County, California",6,83,"06095 | Solano County, California",6,95,Estimate,55
"06087 | Santa Cruz County, California",6,87,"06055 | Napa County, California",6,55,Estimate,55
"06087 | Santa Cruz County, California",6,87,"06097 | Sonoma County, California",6,97,Estimate,55
"06089 | Shasta County, California",6,89,"06049 | Modoc County, California",6,49,Estimate,55
"06099 | Stanislaus County, California",6,99,"06055 | Napa County, California",6,55,Estimate,55
"06101 | Sutter County, California",6,101,"06021 | Glenn County, California",6,21,Estimate,55
"06103 | Tehama County, California",6,103,"06075 | San Francisco County, California",6,75,Estimate,55
"06111 | Ventura County, California",6,111,"06001 | Alameda County, California",6,1,Estimate,55
"06113 | Yolo County, California",6,113,"06097 | Sonoma County, California",6,97,Estimate,55
"06113 | Yolo County, California",6,113,"06099 | Stanislaus County, California",6,99,Estimate,55
"06115 | Yuba County, California",6,115,"06077 | San Joaquin County, California",6,77,Estimate,55
"06007 | Butte County, California",6,7,"06057 | Nevada County, California",6,57,Estimate,50
"06019 | Fresno County, California",6,19,"06097 | Sonoma County, California",6,97,Estimate,50
"06023 | Humboldt County, California",6,23,"06075 | San Francisco County, California",6,75,Estimate,50
"06031 | Kings County, California",6,31,"06081 | San Mateo County, California",6,81,Estimate,50
"06039 | Madera County, California",6,39,"06053 | Monterey County, California",6,53,Estimate,50
"06039 | Madera County, California",6,39,"06069 | San Benito County, California",6,69,Estimate,50
"06039 | Madera County, California",6,39,"06075 | San Francisco County, California",6,75,Estimate,50
"06045 | Mendocino County, California",6,45,"06067 | Sacramento County, California",6,67,Estimate,50
"06045 | Mendocino County, California",6,45,"06101 | Sutter County, California",6,101,Estimate,50
"06047 | Merced County, California",6,47,"06061 | Placer County, California",6,61,Estimate,50
"06047 | Merced County, California",6,47,"06073 | San Diego County, California",6,73,Estimate,50
"06051 | Mono County, California",6,51,"06037 | Los Angeles County, California",6,37,Estimate,50
"06057 | Nevada County, California",6,57,"06005 | Amador County, California",6,5,Estimate,50
"06065 | Riverside County, California",6,65,"06017 | El Dorado County, California",6,17,Estimate,50
"06067 | Sacramento County, California",6,67,"06087 | Santa Cruz County, California",6,87,Estimate,50
"06069 | San Benito County, California",6,69,"06013 | Contra Costa County, California",6,13,Estimate,50
"06071 | San Bernardino County, California",6,71,"06061 | Placer County, California",6,61,Estimate,50
"06071 | San Bernardino County, California",6,71,"06099 | Stanislaus County, California",6,99,Estimate,50
"06073 | San Diego County, California",6,73,"06077 | San Joaquin County, California",6,77,Estimate,50
"06073 | San Diego County, California",6,73,"06095 | Solano County, California",6,95,Estimate,50
"06077 | San Joaquin County, California",6,77,"06089 | Shasta County, California",6,89,Estimate,50
"06081 | San Mateo County, California",6,81,"06061 | Placer County, California",6,61,Estimate,50
"06081 | San Mateo County, California",6,81,"06107 | Tulare County, California",6,107,Estimate,50
"06083 | Santa Barbara County, California",6,83,"06013 | Contra Costa County, California",6,13,Estimate,50
"06085 | Santa Clara County, California",6,85,"06065 | Riverside County, California",6,65,Estimate,50
"06087 | Santa Cruz County, California",6,87,"06099 | Stanislaus County, California",6,99,Estimate,50
"06089 | Shasta County, California",6,89,"06081 | San Mateo County, California",6,81,Estimate,50
"06091 | Sierra County, California",6,91,"06061 | Placer County, California",6,61,Estimate,50
"06107 | Tulare County, California",6,107,"06053 | Monterey County, California",6,53,Estimate,50
"06109 | Tuolumne County, California",6,109,"06005 | Amador County, California",6,5,Estimate,50
"06113 | Yolo County, California",6,113,"06073 | San Diego County, California",6,73,Estimate,50
"06113 | Yolo County, California",6,113,"06103 | Tehama County, California",6,103,Estimate,50
"06009 | Calaveras County, California",6,9,"06055 | Napa County, California",6,55,Estimate,45
"06009 | Calaveras County, California",6,9,"06113 | Yolo County, California",6,113,Estimate,45
"06011 | Colusa County, California",6,11,"06061 | Placer County, California",6,61,Estimate,45
"06017 | El Dorado County, California",6,17,"06071 | San Bernardino County, California",6,71,Estimate,45
"06017 | El Dorado County, California",6,17,"06087 | Santa Cruz County, California",6,87,Estimate,45
"06019 | Fresno County, California",6,19,"06069 | San Benito County, California",6,69,Estimate,45
"06019 | Fresno County, California",6,19,"06095 | Solano County, California",6,95,Estimate,45
"06023 | Humboldt County, California",6,23,"06067 | Sacramento County, California",6,67,Estimate,45
"06025 | Imperial County, California",6,25,"06099 | Stanislaus County, California",6,99,Estimate,45
"06029 | Kern County, California",6,29,"06087 | Santa Cruz County, California",6,87,Estimate,45
"06033 | Lake County, California",6,33,"06001 | Alameda County, California",6,1,Estimate,45
"06033 | Lake County, California",6,33,"06085 | Santa Clara County, California",6,85,Estimate,45
"06037 | Los Angeles County, California",6,37,"06055 | Napa County, California",6,55,Estimate,45
"06037 | Los Angeles County, California",6,37,"06095 | Solano County, California",6,95,Estimate,45
"06039 | Madera County, California",6,39,"06001 | Alameda County, California",6,1,Estimate,45
"06041 | Marin County, California",6,41,"06113 | Yolo County, California",6,113,Estimate,45
"06045 | Mendocino County, California",6,45,"06071 | San Bernardino County, California",6,71,Estimate,45
"06047 | Merced County, California",6,47,"06057 | Nevada County, California",6,57,Estimate,45
"06047 | Merced County, California",6,47,"06079 | San Luis Obispo County, California",6,79,Estimate,45
"06047 | Merced County, California",6,47,"06113 | Yolo County, California",6,113,Estimate,45
"06055 | Napa County, California",6,55,"06079 | San Luis Obispo County, California",6,79,Estimate,45
"06059 | Orange County, California",6,59,"06095 | Solano County, California",6,95,Estimate,45
"06061 | Placer County, California",6,61,"06005 | Amador County, California",6,5,Estimate,45
"06061 | Placer County, California",6,61,"06063 | Plumas County, California",6,63,Estimate,45
"06065 | Riverside County, California",6,65,"06031 | Kings County, California",6,31,Estimate,45
"06067 | Sacramento County, California",6,67,"06093 | Siskiyou County, California",6,93,Estimate,45
"06071 | San Bernardino County, California",6,71,"06019 | Fresno County, California",6,19,Estimate,45
"06071 | San Bernardino County, California",6,71,"06027 | Inyo County, California",6,27,Estimate,45
"06073 | San Diego County, California",6,73,"06027 | Inyo County, California",6,27,Estimate,45
"06077 | San Joaquin County, California",6,77,"06065 | Riverside County, California",6,65,Estimate,45
"06083 | Santa Barbara County, California",6,83,"06097 | Sonoma County, California",6,97,Estimate,45
"06085 | Santa Clara County, California",6,85,"06017 | El Dorado County, California",6,17,Estimate,45
"06087 | Santa Cruz County, California",6,87,"06019 | Fresno County, California",6,19,Estimate,45
"06087 | Santa Cruz County, California",6,87,"06073 | San Diego County, California",6,73,Estimate,45
"06089 | Shasta County, California",6,89,"06023 | Humboldt County, California",6,23,Estimate,45
"06089 | Shasta County, California",6,89,"06077 | San Joaquin County, California",6,77,Estimate,45
"06089 | Shasta County, California",6,89,"06101 | Sutter County, California",6,101,Estimate,45
"06095 | Solano County, California",6,95,"06115 | Yuba County, California",6,115,Estimate,45
"06099 | Stanislaus County, California",6,99,"06029 | Kern County, California",6,29,Estimate,45
"06099 | Stanislaus County, California",6,99,"06059 | Orange County, California",6,59,Estimate,45
"06107 | Tulare County, California",6,107,"06001 | Alameda County, California",6,1,Estimate,45
"06107 | Tulare County, California",6,107,"06073 | San Diego County, California",6,73,Estimate,45
"06107 | Tulare County, California",6,107,"06099 | Stanislaus County, California",6,99,Estimate,45
"06111 | Ventura County, California",6,111,"06067 | Sacramento County, California",6,67,Estimate,45
"06115 | Yuba County, California",6,115,"06037 | Los Angeles County, California",6,37,Estimate,45
"06001 | Alameda County, California",6,1,"06111 | Ventura County, California",6,111,Estimate,40
"06005 | Amador County, California",6,5,"06003 | Alpine County, California",6,3,Estimate,40
"06017 | El Dorado County, California",6,17,"06053 | Monterey County, California",6,53,Estimate,40
"06019 | Fresno County, California",6,19,"06025 | Imperial County, California",6,25,Estimate,40
"06019 | Fresno County, California",6,19,"06113 | Yolo County, California",6,113,Estimate,40
"06023 | Humboldt County, California",6,23,"06001 | Alameda County, California",6,1,Estimate,40
"06029 | Kern County, California",6,29,"06007 | Butte County, California",6,7,Estimate,40
"06033 | Lake County, California",6,33,"06095 | Solano County, California",6,95,Estimate,40
"06039 | Madera County, California",6,39,"06073 | San Diego County, California",6,73,Estimate,40
"06041 | Marin County, California",6,41,"06023 | Humboldt County, California",6,23,Estimate,40
"06043 | Mariposa County, California",6,43,"06053 | Monterey County, California",6,53,Estimate,40
"06045 | Mendocino County, California",6,45,"06007 | Butte County, California",6,7,Estimate,40
"06053 | Monterey County, California",6,53,"06071 | San Bernardino County, California",6,71,Estimate,40
"06053 | Monterey County, California",6,53,"06083 | Santa Barbara County, California",6,83,Estimate,40
"06053 | Monterey County, California",6,53,"06099 | Stanislaus County, California",6,99,Estimate,40
"06059 | Orange County, California",6,59,"06007 | Butte County, California",6,7,Estimate,40
"06059 | Orange County, California",6,59,"06053 | Monterey County, California",6,53,Estimate,40
"06061 | Placer County, California",6,61,"06023 | Humboldt County, California",6,23,Estimate,40
"06061 | Placer County, California",6,61,"06107 | Tulare County, California",6,107,Estimate,40
"06065 | Riverside County, California",6,65,"06061 | Placer County, California",6,61,Estimate,40
"06067 | Sacramento County, California",6,67,"06011 | Colusa County, California",6,11,Estimate,40
"06073 | San Diego County, California",6,73,"06007 | Butte County, California",6,7,Estimate,40
"06075 | San Francisco County, California",6,75,"06011 | Colusa County, California",6,11,Estimate,40
"06075 | San Francisco County, California",6,75,"06079 | San Luis Obispo County, California",6,79,Estimate,40
"06075 | San Francisco County, California",6,75,"06083 | Santa Barbara County, California",6,83,Estimate,40
"06077 | San Joaquin County, California",6,77,"06071 | San Bernardino County, California",6,71,Estimate,40
"06077 | San Joaquin County, California",6,77,"06103 | Tehama County, California",6,103,Estimate,40
"06083 | Santa Barbara County, California",6,83,"06065 | Riverside County, California",6,65,Estimate,40
"06083 | Santa Barbara County, California",6,83,"06073 | San Diego County, California",6,73,Estimate,40
"06085 | Santa Clara County, California",6,85,"06103 | Tehama County, California",6,103,Estimate,40
"06087 | Santa Cruz County, California",6,87,"06027 | Inyo County, California",6,27,Estimate,40
"06089 | Shasta County, California",6,89,"06053 | Monterey County, California",6,53,Estimate,40
"06089 | Shasta County, California",6,89,"06057 | Nevada County, California",6,57,Estimate,40
"06091 | Sierra County, California",6,91,"06035 | Lassen County, California",6,35,Estimate,40
"06095 | Solano County, California",6,95,"06011 | Colusa County, California",6,11,Estimate,40
"06095 | Solano County, California",6,95,"06047 | Merced County, California",6,47,Estimate,40
"06099 | Stanislaus County, California",6,99,"06031 | Kings County, California",6,31,Estimate,40
"06099 | Stanislaus County, California",6,99,"06063 | Plumas County, California",6,63,Estimate,40
"06099 | Stanislaus County, California",6,99,"06069 | San Benito County, California",6,69,Estimate,40
"06099 | Stanislaus County, California",6,99,"06107 | Tulare County, California",6,107,Estimate,40
"06101 | Sutter County, California",6,101,"06013 | Contra Costa County, California",6,13,Estimate,40
"06103 | Tehama County, California",6,103,"06011 | Colusa County, California",6,11,Estimate,40
"06107 | Tulare County, California",6,107,"06067 | Sacramento County, California",6,67,Estimate,40
"06109 | Tuolumne County, California",6,109,"06075 | San Francisco County, California",6,75,Estimate,40
"06001 | Alameda County, California",6,1,"06023 | Humboldt County, California",6,23,Estimate,35
"06001 | Alameda County, California",6,1,"06029 | Kern County, California",6,29,Estimate,35
"06001 | Alameda County, California",6,1,"06047 | Merced County, California",6,47,Estimate,35
"06005 | Amador County, California",6,5,"06037 | Los Angeles County, California",6,37,Estimate,35
"06005 | Amador County, California",6,5,"06113 | Yolo County, California",6,113,Estimate,35
"06009 | Calaveras County, California",6,9,"06003 | Alpine County, California",6,3,Estimate,35
"06009 | Calaveras County, California",6,9,"06089 | Shasta County, California",6,89,Estimate,35
"06013 | Contra Costa County, California",6,13,"06045 | Mendocino County, California",6,45,Estimate,35
"06013 | Contra Costa County, California",6,13,"06047 | Merced County, California",6,47,Estimate,35
"06013 | Contra Costa County, California",6,13,"06089 | Shasta County, California",6,89,Estimate,35
"06017 | El Dorado County, California",6,17,"06047 | Merced County, California",6,47,Estimate,35
"06023 | Humboldt County, California",6,23,"06101 | Sutter County, California",6,101,Estimate,35
"06025 | Imperial County, California",6,25,"06019 | Fresno County, California",6,19,Estimate,35
"06025 | Imperial County, California",6,25,"06087 | Santa Cruz County, California",6,87,Estimate,35
"06037 | Los Angeles County, California",6,37,"06069 | San Benito County, California",6,69,Estimate,35
"06037 | Los Angeles County, California",6,37,"06115 | Yuba County, California",6,115,Estimate,35
"06039 | Madera County, California",6,39,"06059 | Orange County, California",6,59,Estimate,35
"06039 | Madera County, California",6,39,"06087 | Santa Cruz County, California",6,87,Estimate,35
"06041 | Marin County, California",6,41,"06099 | Stanislaus County, California",6,99,Estimate,35
"06043 | Mariposa County, California",6,43,"06001 | Alameda County, California",6,1,Estimate,35
"06051 | Mono County, California",6,51,"06029 | Kern County, California",6,29,Estimate,35
"06053 | Monterey County, California",6,53,"06025 | Imperial County, California",6,25,Estimate,35
"06053 | Monterey County, California",6,53,"06077 | San Joaquin County, California",6,77,Estimate,35
"06053 | Monterey County, California",6,53,"06111 | Ventura County, California",6,111,Estimate,35
"06055 | Napa County, California",6,55,"06045 | Mendocino County, California",6,45,Estimate,35
"06057 | Nevada County, California",6,57,"06087 | Santa Cruz County, California",6,87,Estimate,35
